id,timestamp,product,objective,suggested_discount,expected_units,expected_revenue,expected_profit,confidence,applied,applied_at,applied_by,prev_discount,prev_price,note
07da421d-20bc-4d90-87c5-346e3705a103,2026-01-02T05:48:03.500656,Laptop Dell i5,profit,0,120,6468000.0,1428000.0,0.31,True,2026-01-09T08:05:24.030403,webui,2,53900.0,Saved by user
a16d6d98-07ac-4d8a-b6bb-17332ccb74aa,2026-01-02T05:48:06.610676,Laptop Dell i5,profit,0,120,6468000.0,1428000.0,0.31,False,,undone_by:webui:2026-01-09T08:05:30.328139,2,53900.0,Saved and applied by user | undone
